WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='79', severity='warning', message='conversion to ‘unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='23')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='91', severity='warning', message='conversion to ‘unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='23')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='176', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='314', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='19')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='319', severity='warning', message='conversion to ‘int’ from ‘uint32_t’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='24')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='319', severity='warning', message='conversion to ‘int’ from ‘uint32_t’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='51')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='401', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='426', severity='warning', message='use of old-style cast to ‘unsigned int’ [-Wold-style-cast]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='515', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='639', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='707', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='56')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='891', severity='warning', message='declaration of ‘oid’ shadows a member of ‘Agentpp::agentppCfgLogLevel’ [-Wshadow]', column='60')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_config_mib.cpp', lineno='912', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='94')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/agentpp_simulation_mib.cpp', lineno='65', severity='warning', message='use of old-style cast to ‘int32_t’ {aka ‘int’} [-Wold-style-cast]', column='90')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/avl_map.cpp', lineno='66', severity='warning', message='conversion from ‘int’ to ‘char’ may change value [-Wconversion]', column='43')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_avl_map.cpp', lineno='62', severity='warning', message='conversion from ‘int’ to ‘char’ may change value [-Wconversion]', column='43')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='141', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘long int’ may change the sign of the result [-Wsign-conversion]', column='33')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='175', severity='warning', message='conversion from ‘size_t’ {aka ‘long unsigned int’} to ‘int’ may change value [-Wconversion]', column='21')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='178', severity='warning', message='conversion from ‘int’ to ‘char’ may change value [-Wconversion]', column='18')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='179', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘char’ may change the sign of the result [-Wsign-conversion]', column='53')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='186', severity='warning', message='use of old-style cast to ‘unsigned char*’ [-Wold-style-cast]', column='42')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='187', severity='warning', message='comparison of integer expressions of different signedness: ‘size_t’ {aka ‘long unsigned int’} and ‘char’ [-Wsign-compare]', column='20')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='187', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='87')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='202', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='31')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='204', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='44')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='205', severity='warning', message='comparison of integer expressions of different signedness: ‘size_t’ {aka ‘long unsigned int’} and ‘int’ [-Wsign-compare]', column='19')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib_context.cpp', lineno='252', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='39')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='265', severity='warning', message='conversion to ‘int32_t’ {aka ‘int’} from ‘uint32_t’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='42')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='318', severity='warning', message='use of old-style cast to ‘unsigned char*&’ [-Wold-style-cast]', column='51')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='325', severity='warning', message='use of old-style cast to ‘unsigned char*’ [-Wold-style-cast]', column='40')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='782', severity='warning', message='conversion to ‘uint32_t’ {aka ‘unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='19')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='789', severity='warning', message='conversion to ‘uint32_t’ {aka ‘unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='19')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='897', severity='warning', message='use of old-style cast to ‘int’ [-Wold-style-cast]', column='77')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1035', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='82')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1336', severity='warning', message='conversion to ‘unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='41')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1374', severity='warning', message='conversion to ‘unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='41')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1377', severity='warning', message='this condition has identical branches [-Wduplicated-branches]', column='10')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1464', severity='warning', message='conversion to ‘uint32_t’ {aka ‘unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='35')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1473', severity='warning', message='conversion to ‘int’ from ‘uint32_t’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='36')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1474', severity='warning', message='conversion to ‘std::size_t’ {aka ‘long unsigned int’} from ‘sizetype’ may change the sign of the result [-Wsign-conversion]', column='40')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1477', severity='warning', message='use of old-style cast to ‘unsigned char*’ [-Wold-style-cast]', column='25')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1477', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='82')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1480', severity='warning', message='conversion to ‘size_t’ {aka ‘long unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='35')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1482', severity='warning', message='conversion to ‘uint32_t’ {aka ‘unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='23')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1482', severity='warning', message='conversion to ‘int’ from ‘uint32_t’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='30')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1491', severity='warning', message='use of old-style cast to ‘unsigned char*’ [-Wold-style-cast]', column='51')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1491', severity='warning', message='use of old-style cast to ‘char*’ [-Wold-style-cast]', column='68')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1506', severity='warning', message='use of old-style cast to ‘unsigned char’ [-Wold-style-cast]', column='63')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1517', severity='warning', message='use of old-style cast to ‘unsigned char*’ [-Wold-style-cast]', column='44')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='1521', severity='warning', message='use of old-style cast to ‘char*’ [-Wold-style-cast]', column='35')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='2415', severity='warning', message='conversion to ‘std::size_t’ {aka ‘long unsigned int’} from ‘sizetype’ may change the sign of the result [-Wsign-conversion]', column='32')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='2416', severity='warning', message='conversion to ‘std::size_t’ {aka ‘long unsigned int’} from ‘sizetype’ may change the sign of the result [-Wsign-conversion]', column='32')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='2419', severity='warning', message='conversion to ‘long unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='45')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='2420', severity='warning', message='conversion to ‘long unsigned int’ from ‘int’ may change the sign of the result [-Wsign-conversion]', column='44')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='2657', severity='warning', message='use of old-style cast to ‘int’ [-Wold-style-cast]', column='92')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='2657', severity='warning', message='useless cast to type ‘int’ [-Wuseless-cast]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='3372', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='3388', severity='warning', message='use of old-style cast to ‘unsigned int’ [-Wold-style-cast]', column='45')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='3389', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='48')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='3394', severity='warning', message='conversion to ‘int’ from ‘unsigned int’ may change the sign of the result [-Wsign-conversion]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='3426', severity='warning', message='conversion to ‘int’ from ‘uint32_t’ {aka ‘unsigned int’} may change the sign of the result [-Wsign-conversion]', column='54')
WarningErrorEntry(path='/home/klein_cl/Workspace/cpp/agent_pp/src/mib.cpp', lineno='3655', severity='warning', message='conversion to ‘Snmp_pp::SmiUINT32’ {aka ‘unsigned int’} from ‘int’ may change the sign of the result [-Wsign-conversion]', column='19')
